Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,Education Level,2 Digit NAICS Industy,Rp,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,URL
Science Education Professor,0.3,0.1,0.4,0.2,0.1,PhD,61,0.3636363636,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Scientific Illustrator,0.7,0.2,0.6,0.1,0.05,Bachelors,54,0.5454545455,46090,No formal educational credential,"372,400",1% (Little or no change),"5,500",https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm
Scientific Publications Editor,0.7,0.2,0.7,0.3,0.1,PhD,51,0.45,37590,High school diploma or equivalent,"238,900",-1% (Little or no change),"-2,700",https://www.bls.gov/ooh/production/woodworkers.htm
Scooter Mechanic,0.1,0.7,0.1,0.05,0.05,Professional Certificate,81,0.8,28130,No formal educational credential,"4,540,700",2% (As fast as average),"79,700",https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm
Scrap Crane Operator,0.05,0.7,0.1,0.1,0.05,Highschool,33,0.75,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Scraper Operator,0.05,0.7,0.1,0.05,0.1,Highschool,23,0.75,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Scrap Metal Collector,0.05,0.7,0.1,0.1,0.05,,42,0.75,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Screed Operator,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,38220,High school diploma or equivalent,"1,705,600",10% (Much faster than average),"175,700",https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm
Screen Writer,0.4,0.2,0.7,0.3,0.1,Bachelors,51,0.3529411765,38220,High school diploma or equivalent,"1,705,600",10% (Much faster than average),"175,700",https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm
Screw Machine Operator,0.05,0.7,0.1,0.05,0.1,Highschool,33,0.75,70540,Associate's degree,"133,100",13% (Much faster than average),"16,700",https://www.bls.gov/ooh/healthcare/respiratory-therapists.htm
Screw Machine Tool Setter,0.1,0.7,0.1,0.05,0.05,Highschool,33,0.8,75910,Bachelor's degree,"32,400",2% (As fast as average),700,https://www.bls.gov/ooh/arts-and-design/industrial-designers.htm
Search Marketing Strategist,0.8,0.1,0.6,0.2,0.1,Bachelors,54,0.5,53680,No formal educational credential,"504,300",-8% (Decline),"-39,000",https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm
Seaweed Harvester,0.05,0.7,0.1,0.1,0.05,,11,0.75,53680,No formal educational credential,"504,300",-8% (Decline),"-39,000",https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm
Secondary Education Professor,0.3,0.2,0.3,0.2,0.1,PhD,61,0.4545454545,98590,Master's degree,"3,300",5% (Faster than average),100,https://www.bls.gov/ooh/life-physical-and-social-science/sociologists.htm
Secondary School Assistant Teacher,0.2,0.3,0.3,0.2,0,Bachelors,61,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Secondary School Principal,0.3,0.2,0.25,0.15,0.1,Masters,61,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Secretaries and administrative assistants,0.7,0.6,0.3,0.5,0.2,Associates,56,0.5652173913,49490,See How to Become One,"294,200",-3% (Decline),"-8,900",https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm
"Securities, commodities, and financial services sales agents",0.7,0.3,0.6,0.5,0.2,Bachelors,52,0.4347826087,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
Securities Clerk,0.6,0.3,0.05,0.05,0,Associates,52,0.9,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
Securities Teller,0.4,0.4,0.1,0.1,0,Associates,52,0.8,29790,No formal educational credential,"931,800",-5% (Decline),"-44,800",https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm
Securities Trader,0.7,0.2,0.7,0.4,0.2,Bachelors,52,0.4090909091,130600,Bachelor's degree,"554,700",4% (As fast as average),"22,500",https://www.bls.gov/ooh/management/sales-managers.htm
Security guards and gambling surveillance officers,0.1,0.7,0.1,0.4,0.1,Highschool,71,0.5714285714,130600,Bachelor's degree,"554,700",4% (As fast as average),"22,500",https://www.bls.gov/ooh/management/sales-managers.htm
Security Officer,0.1,0.6,0.1,0.15,0.05,Highschool,56,0.7,38220,High school diploma or equivalent,"1,705,600",10% (Much faster than average),"175,700",https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm
Sedimentationist,0.2,0.3,0.4,0.1,0,Masters,54,0.5,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Seed Analyst,0.2,0.4,0.3,0.1,0,Bachelors,11,0.6,99960,Master's degree,"35,600",30% (Much faster than average),"10,600",https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm
Seedling Puller,0.05,0.8,0.05,0.1,0,,11,0.85,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Seeing Eye Dog Trainer,0.05,0.4,0.3,0.25,0,Professional Certificate,62,0.45,29790,No formal educational credential,"931,800",-5% (Decline),"-44,800",https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm
Seismic Engineer,0.4,0.2,0.3,0.05,0.05,Masters,54,0.6,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm
Seismic Interpreter,0.7,0.1,0.15,0.05,0,Masters,21,0.8,36190,See How to Become One,"269,200",6% (Faster than average),"16,400",https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm
Seismic Observer,0.3,0.4,0.2,0.05,0.05,Bachelors,21,0.7,36380,High school diploma or equivalent,"364,100",-15% (Decline),"-52,900",https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm
Seismograph Operator,0.4,0.3,0.2,0.05,0.05,Associates,21,0.7,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Seismologist,0.4,0.2,0.3,0.05,0.05,PhD,54,0.6,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Self-loading Flatbed Truck Driver,0.05,0.7,0.15,0.05,0.05,Highschool,48,0.75,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Semi-Truck Driver,0.05,0.7,0.15,0.05,0.05,Highschool,48,0.75,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Semiconductor Development Technician,0.4,0.3,0.2,0.05,0.05,Associates,33,0.7,60140,Master's degree,"342,400",5% (Faster than average),"18,400",https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm
Serials Librarian,0.4,0.3,0.2,0.1,0.05,Masters,51,0.6666666667,44440,High school diploma or equivalent,"515,200",3% (As fast as average),"13,300",https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm
Serials or Bindery Library Technical Assistant,0.4,0.3,0.2,0.1,0,Associates,51,0.7,54360,High school diploma or equivalent,"291,600",1% (Little or no change),"2,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/diesel-service-technicians-and-mechanics.htm
Serologist,0.3,0.4,0.2,0.05,0.05,Bachelors,62,0.7,44440,High school diploma or equivalent,"515,200",3% (As fast as average),"13,300",https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm
Serology Technician,0.3,0.4,0.2,0.05,0.05,Bachelors,62,0.7,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm
Service Forester,0.2,0.3,0.25,0.15,0.1,Bachelors,11,0.5,66490,Master's degree,"216,600",2% (As fast as average),"5,300",https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm
Service Order Clerk,0.4,0.4,0.1,0.1,0,Highschool,56,0.8,31990,No formal educational credential,"2,382,900",1% (Little or no change),"29,900",https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm
Seventeenth-Century English Literature Professor,0.2,0.1,0.5,0.15,0.05,PhD,61,0.3,60140,Master's degree,"342,400",5% (Faster than average),"18,400",https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm
Sewage Plant Operator,0.1,0.6,0.1,0.1,0.1,Highschool,22,0.7,61660,Master's degree,"141,200",3% (As fast as average),"4,300",https://www.bls.gov/ooh/education-training-and-library/librarians.htm
Sewer Pipe Layer Helper,0.05,0.7,0.1,0.1,0.05,,23,0.75,40170,High school diploma or equivalent,"148,900",4% (As fast as average),"6,100",https://www.bls.gov/ooh/media-and-communication/photographers.htm
Sewing Machine Assembler,0.05,0.7,0.1,0.1,0.05,Highschool,33,0.75,55350,See How to Become One,"728,600",7% (Faster than average),"53,800",https://www.bls.gov/ooh/community-and-social-service/social-workers.htm
Sexual Assault Social Worker,0.2,0.2,0.3,0.3,0.1,Masters,62,0.3636363636,100090,Bachelor's degree,"3,787,800",3% (As fast as average),"124,200",https://www.bls.gov/ooh/management/top-executives.htm
Sheep Shearer,0.05,0.7,0.1,0.15,0,,11,0.75,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Sheet Metal Duct Installer,0.05,0.7,0.15,0.1,0,Highschool,23,0.75,53140,See How to Become One,"54,600",4% (As fast as average),"2,400",https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm
Sheet Metal Duct Installer Helper,0.05,0.7,0.1,0.15,0,Highschool,23,0.75,73080,Bachelor's degree,"122,100",-4% (Decline),"-4,900",https://www.bls.gov/ooh/media-and-communication/editors.htm
Sheet Metal Fabricator,0.1,0.6,0.2,0.05,0.05,Highschool,33,0.7,44080,See How to Become One,"88,000",3% (As fast as average),"2,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm
Sheet Metal Former,0.1,0.6,0.2,0.05,0.05,Highschool,33,0.7,41730,See How to Become One,"879,500",4% (As fast as average),"31,700",https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm
Sheet Metal Installer,0.05,0.6,0.2,0.1,0.05,Highschool,23,0.65,51050,High school diploma or equivalent,"483,300",3% (As fast as average),"13,300",https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm
Sheet Metal Insulator,0.05,0.6,0.1,0.15,0.1,Highschool,23,0.65,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm
Sheet Metal Layout Mechanic,0.1,0.6,0.2,0.05,0.05,Professional Certificate,33,0.7,51050,High school diploma or equivalent,"483,300",3% (As fast as average),"13,300",https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm
Sheet Metal Layout Worker,0.1,0.6,0.2,0.05,0.05,Highschool,33,0.7,73150,Bachelor's degree,"151,200",4% (As fast as average),"5,600",https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm
Sheet Metal Roofer,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Sheet metal workers,0.05,0.6,0.2,0.1,0.05,Highschool,33,0.65,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Sheet Rock Applier,0.05,0.7,0.1,0.15,0,Highschool,23,0.75,68230,Bachelor's degree,"868,600",13% (Much faster than average),"116,600",https://www.bls.gov/ooh/business-and-financial/market-research-analysts.htm
Sheet Rock Hanger,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,,No formal educational credential,"27,300",0% (Little or no change),-100,https://www.bls.gov/ooh/farming-fishing-and-forestry/fishers-and-related-fishing-workers.htm
Sheet Rock Installation Helper,0.05,0.7,0.1,0.15,0,Highschool,23,0.75,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Sheet Rock Installer,0.05,0.7,0.1,0.15,0,Highschool,23,0.75,30920,"Some college, no degree","1,298,900",0% (Little or no change),900,https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm
Sheet Rock Taper,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,101320,Master's degree,"300,400",1% (Little or no change),"3,300",https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm
Sheet Rock Taper Helper,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,45570,High school diploma or equivalent,"1,312,000",-4% (Decline),"-54,900",https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm
Sheet Rock Worker,0.05,0.7,0.1,0.15,0,Highschool,23,0.75,36380,High school diploma or equivalent,"364,100",-15% (Decline),"-52,900",https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm
Shellfish Dredge Operator,0.05,0.7,0.1,0.1,0.05,Highschool,11,0.75,67480,Bachelor's degree,"482,200",7% (Faster than average),"35,600",https://www.bls.gov/ooh/sales/securities-commodities-and-financial-services-sales-agents.htm
Shill,0.2,0.6,0.1,0.1,0,,71,0.8,34770,High school diploma or equivalent,"1,166,700",-1% (Little or no change),"-14,800",https://www.bls.gov/ooh/protective-service/security-guards.htm
Shingles Roofer,0.05,0.7,0.15,0.1,0.05,Highschool,23,0.7142857143,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300",https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm
Shingles Roofer Helper,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,46140,Associate's degree,"38,800",5% (Faster than average),"1,900",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm
Ship Harbor Pilot,0.1,0.4,0.3,0.2,0,Professional Certificate,48,0.5,32270,High school diploma or equivalent,"11,300",-9% (Decline),"-1,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/forest-and-conservation-workers.htm
Ship Painter Helper,0.05,0.7,0.1,0.15,0,Highschool,33,0.75,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200",https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm
Shipping and Receiving Clerk,0.3,0.5,0.1,0.1,0,Highschool,48,0.8,97490,Bachelor's degree,"7,500",0% (Little or no change),0,https://www.bls.gov/ooh/architecture-and-engineering/mining-and-geological-engineers.htm
Shipping and Receiving Material Handler,0.1,0.7,0.1,0.05,0.05,Highschool,48,0.8,49590,Associate's degree,"12,500",2% (As fast as average),300,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm
Shipping Order Clerk,0.4,0.4,0.1,0.1,0,Highschool,48,0.8,49590,Associate's degree,"12,500",2% (As fast as average),300,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm
Ships Equipment Engineer,0.2,0.3,0.3,0.1,0.1,Bachelors,33,0.5,49590,Associate's degree,"12,500",2% (As fast as average),300,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm
Shock-Absorption Floor Layer,0.05,0.7,0.15,0.1,0,Highschool,23,0.75,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300",https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm
Shoe Salesperson,0.1,0.6,0.1,0.2,0,Highschool,45,0.7,49920,Postsecondary nondegree award,"2,192,300",4% (As fast as average),"89,300",https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm
Short Order Fry Cook,0.05,0.8,0.05,0.1,0,Highschool,72,0.85,49920,Postsecondary nondegree award,"2,192,300",4% (As fast as average),"89,300",https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm
Short Story Writer,0.4,0.2,0.7,0.1,0.05,Bachelors,71,0.4137931034,66390,Associate's degree,"102,500",1% (Little or no change),800,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
Shrimp Pond Laborer,0.05,0.8,0.05,0.1,0,,11,0.85,61660,Master's degree,"141,200",3% (As fast as average),"4,300",https://www.bls.gov/ooh/education-training-and-library/librarians.htm
Shrub Planter,0.05,0.7,0.1,0.1,0.05,,11,0.75,35280,See How to Become One,"161,500",-6% (Decline),"-9,600",https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm
Sign Painter,0.1,0.6,0.2,0.1,0,Highschool,23,0.7,99930,Doctoral or professional degree,"119,000",10% (Much faster than average),"11,600",https://www.bls.gov/ooh/life-physical-and-social-science/medical-scientists.htm
Signs and Displays Salesperson,0.3,0.4,0.2,0.7,0.1,Highschool,44,0.4117647059,57380,Bachelor's degree,"342,900",5% (Faster than average),"16,800",https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm
Silversmith,0.1,0.6,0.2,0.1,0.05,Professional Certificate,33,0.6666666667,64420,Bachelor's degree,"36,000",4% (As fast as average),"1,300",https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm
Silver Solderer,0.05,0.7,0.15,0.05,0.05,Highschool,33,0.75,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Silviculture Professor,0.3,0.2,0.4,0.1,0.2,PhD,61,0.4166666667,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Skating Rink Manager,0.2,0.3,0.2,0.2,0.1,Highschool,71,0.5,51600,High school diploma or equivalent,"124,800",-6% (Decline),"-7,900",https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm
Sketch Artist,0.4,0.3,0.2,0.1,0,Associates,71,0.7,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Skiagrapher,0.2,0.4,0.2,0.2,0,Professional Certificate,62,0.6,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Ski Coach,0.05,0.3,0.2,0.4,0.05,Highschool,71,0.35,55350,See How to Become One,"728,600",7% (Faster than average),"53,800",https://www.bls.gov/ooh/community-and-social-service/social-workers.htm
Skin Care Instructor,0.2,0.3,0.2,0.3,0.1,Professional Certificate,61,0.4545454545,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Skincare specialists,0.1,0.6,0.1,0.2,0.05,Professional Certificate,81,0.6666666667,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Skin Care Technician,0.1,0.6,0.1,0.2,0,Professional Certificate,81,0.7,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Skip Tracer,0.6,0.3,0.4,0.2,0.1,Highschool,56,0.5625,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Ski Resort Manager,0.3,0.2,0.2,0.2,0.1,Bachelors,71,0.5,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Slate Roofer,0.05,0.7,0.15,0.1,0,Highschool,23,0.75,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Slate Roofer Helper,0.05,0.7,0.1,0.1,0.05,,23,0.75,47980,See How to Become One,"61,600",2% (As fast as average),"1,000",https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm
Slot Floor Supervisor,0.2,0.4,0.1,0.2,0.1,Highschool,71,0.6,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Slot Host,0.1,0.4,0.1,0.35,0.05,Highschool,71,0.5,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Slot Key Person,0.1,0.6,0.1,0.2,0,Highschool,71,0.7,47920,No formal educational credential,"154,500",2% (As fast as average),"3,100",https://www.bls.gov/ooh/construction-and-extraction/roofers.htm
Slot Operations Director,0.3,0.2,0.2,0.2,0.1,Bachelors,71,0.5,51160,No formal educational credential,"134,500",1% (Little or no change),"1,400",https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm
Slot Shift Manager,0.2,0.4,0.1,0.2,0.1,Associates,71,0.6,51160,No formal educational credential,"134,500",1% (Little or no change),"1,400",https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm
Slots Manager,0.3,0.4,0.1,0.2,0.5,Associates,71,0.4666666667,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Small Animal Veterinarian,0.1,0.3,0.4,0.2,0.05,Doctorate,54,0.380952381,51160,No formal educational credential,"134,500",1% (Little or no change),"1,400",https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm
Small engine mechanics,0.1,0.6,0.2,0.1,0.05,Professional Certificate,81,0.6666666667,51160,No formal educational credential,"134,500",1% (Little or no change),"1,400",https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm
Small Package and Bundle Sorter Clerk,0.1,0.7,0.1,0.05,0.05,Highschool,49,0.8,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Smelter Operator,0.1,0.6,0.1,0.1,0.1,Highschool,33,0.7,51160,No formal educational credential,"134,500",1% (Little or no change),"1,400",https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm
Smokehouse Worker,0.05,0.7,0.1,0.1,0.05,Highschool,31,0.75,,No formal educational credential,"27,300",0% (Little or no change),-100,https://www.bls.gov/ooh/farming-fishing-and-forestry/fishers-and-related-fishing-workers.htm
Smoke Jumper,0.05,0.3,0.4,0.15,0.1,Associates,11,0.35,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Snack Bar Attendant,0.05,0.7,0.1,0.15,0,Highschool,72,0.75,47920,No formal educational credential,"154,500",2% (As fast as average),"3,100",https://www.bls.gov/ooh/construction-and-extraction/roofers.htm
Snack Bar Cashier,0.1,0.7,0.05,0.15,0,,72,0.8,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Snack Bar Cook,0.05,0.7,0.1,0.15,0,,72,0.75,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
Snowblower Mechanic,0.05,0.7,0.15,0.05,0.05,Professional Certificate,81,0.75,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Snowboard Designer,0.3,0.2,0.4,0.05,0.05,Bachelors,33,0.5,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Snowmobile Mechanic,0.05,0.7,0.2,0.05,0,Professional Certificate,81,0.75,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm
Social and community service managers,0.3,0.2,0.25,0.6,0.4,Bachelors,62,0.2857142857,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Social and human service assistants,0.2,0.3,0.2,0.6,0.1,Associates,62,0.3571428571,96910,Bachelor's degree,"8,000",1% (Little or no change),100,https://www.bls.gov/ooh/architecture-and-engineering/marine-engineers-and-naval-architects.htm
Social Economist,0.4,0.2,0.3,0.6,0.2,Masters,54,0.3529411765,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500",https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm
Social Organization Professor,0.2,0.1,0.4,0.2,0.1,PhD,61,0.3,30750,No formal educational credential,"4,031,700",-2% (Decline),"-76,600",https://www.bls.gov/ooh/sales/retail-sales-workers.htm
Social Psychologist,0.2,0.1,0.5,0.2,0,PhD,62,0.3,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm
Social Science Professor,0.3,0.2,0.3,0.15,0.05,PhD,61,0.5,73150,Bachelor's degree,"151,200",4% (As fast as average),"5,600",https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm
Social Security Benefits Interviewer,0.4,0.3,0.2,0.7,0.1,Associates,92,0.4117647059,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Social Service Director,0.3,0.2,0.25,0.4,0.35,Masters,62,0.3333333333,36160,See How to Become One,"1,281,600",3% (As fast as average),"44,200",https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm
Social Services Director,0.3,0.2,0.25,0.4,0.35,Masters,62,0.3333333333,43370,See How to Become One,"185,900",1% (Little or no change),"1,000",https://www.bls.gov/ooh/production/painting-and-coating-workers.htm
Social Work Assistant,0.2,0.3,0.2,0.3,0.1,Associates,62,0.4545454545,58450,High school diploma or equivalent,"111,400",-7% (Decline),"-8,000",https://www.bls.gov/ooh/sales/advertising-sales-agents.htm
Social workers,0.3,0.2,0.25,0.5,0.1,Masters,62,0.3703703704,47140,High school diploma or equivalent,"47,200",-3% (Decline),"-1,400",https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm
Social Work Professor,0.2,0.1,0.4,0.3,0.1,PhD,61,0.2727272727,47540,High school diploma or equivalent,"431,800",1% (Little or no change),"6,200",https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm
Society Reporter,0.4,0.2,0.2,0.2,0,Bachelors,51,0.6,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
