Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industry,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,,
Network Security Analyst,0.8,0.1,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,112000,Bachelor's degree,24129,32% (Much faster than average),7600,,
Copy Writer,0.7,0.2,0.7,0.2,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,73150,Bachelor's degree,8400,4% (As fast as average),311,,
Data Warehousing Specialist,0.8,0.1,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/computer-and-information-technology/database-administrators.htm,112120,Bachelor's degree,14930,8% (Faster than average),1230,,
Newspaper Photojournalist,0.7,0.2,0.6,0.3,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/photographers.htm,40170,High school diploma or equivalent,12408,4% (As fast as average),508,,
Systems Programmer,0.8,0.1,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/computer-and-information-technology/computer-programmers.htm,97800,Bachelor's degree,18425,-11% (Decline),-2075,,
Film Sound Engineer,0.7,0.2,0.6,0.3,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Sound Effects Technician,0.7,0.2,0.6,0.3,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Insurance Analyst,0.7,0.2,0.6,0.3,0.1,52,0.4736842105,https://www.bls.gov/ooh/business-and-financial/insurance-underwriters.htm,76230,Bachelor's degree,15688,-2% (Decline),-375,,
Insurance Writer,0.7,0.2,0.6,0.3,0.1,52,0.4736842105,https://www.bls.gov/ooh/business-and-financial/insurance-underwriters.htm,76230,Bachelor's degree,15688,-2% (Decline),-375,,
Manuscript Editor,0.7,0.2,0.7,0.2,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/editors.htm,73080,Bachelor's degree,8721,-4% (Decline),-350,,
Rewrite Editor,0.7,0.2,0.7,0.2,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/editors.htm,73080,Bachelor's degree,8721,-4% (Decline),-350,,
Technical Editor,0.7,0.2,0.6,0.3,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/editors.htm,73080,Bachelor's degree,8721,-4% (Decline),-350,,
Compensation Analyst,0.7,0.2,0.6,0.3,0.1,54,0.4736842105,https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm,67780,Bachelor's degree,8927,7% (Faster than average),627,,
Multimedia Artist,0.8,0.1,0.7,0.2,0.1,51,0.4736842105,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,98950,Bachelor's degree,17860,8% (Faster than average),1480,,
Film and video editors and camera operators,0.7,0.2,0.6,0.3,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,62420,Bachelor's degree,5147,7% (Faster than average),341,,
Newspaper Columnist,0.7,0.2,0.7,0.2,0.1,51,0.4736842105,https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,55960,Bachelor's degree,2786,-3% (Decline),-90,,
Comic Book Artist,0.7,0.2,0.7,0.2,0.1,51,0.4736842105,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,1606,4% (As fast as average),71,,
Commercial Artist,0.7,0.2,0.6,0.3,0.1,54,0.4736842105,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,1606,4% (As fast as average),71,,
Fashion Illustrator,0.7,0.2,0.6,0.3,0.1,44,0.4736842105,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,1606,4% (As fast as average),71,,
Specifications Writer,0.7,0.2,0.6,0.3,0.1,54,0.4736842105,https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,79960,Bachelor's degree,7614,7% (Faster than average),529,,
Health Information Analyst,0.7,0.2,0.6,0.3,0.1,62,0.4736842105,https://www.bls.gov/ooh/healthcare/health-information-technologists-and-medical-registrars.htm,58250,Associate's degree,6317,16% (Much faster than average),1033,,
Control System Computer Scientist,0.8,0.1,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/computer-and-information-technology/computer-and-information-research-scientists.htm,136620,Master's degree,7300,23% (Much faster than average),1660,,
Cipher Expert,0.8,0.1,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,1874,30% (Much faster than average),558,,
Cryptographic Vulnerability Analyst,0.8,0.1,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,1874,30% (Much faster than average),558,,
Survey Statistician,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,1874,30% (Much faster than average),558,,
Actuarial Associate,0.7,0.2,0.7,0.2,0.1,52,0.4736842105,https://www.bls.gov/ooh/math/actuaries.htm,113990,Bachelor's degree,4286,23% (Much faster than average),1000,,
Insurance Actuary,0.7,0.2,0.7,0.2,0.1,52,0.4736842105,https://www.bls.gov/ooh/math/actuaries.htm,113990,Bachelor's degree,4286,23% (Much faster than average),1000,,
Forensic Analyst,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/life-physical-and-social-science/forensic-science-technicians.htm,63740,Bachelor's degree,1542,13% (Much faster than average),192,,
Cartographers and photogrammetrists,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/architecture-and-engineering/cartographers-and-photogrammetrists.htm,71890,Bachelor's degree,1400,5% (Faster than average),70,,
Weather Analyst,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,83780,Bachelor's degree,750,4% (As fast as average),36,,
Weather Forecaster,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,83780,Bachelor's degree,750,4% (As fast as average),36,,
Survey Questionnaire Designer,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/life-physical-and-social-science/survey-researchers.htm,60410,Master's degree,2200,-4% (Decline),-75,,
Dental Secretary,0.4,0.4,0.1,0.7,0.1,62,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,44080,High school diploma or equivalent,261477,-10% (Decline),-25585,,
Hospital Secretary,0.4,0.4,0.1,0.7,0.1,62,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,44080,High school diploma or equivalent,261477,-10% (Decline),-25585,,
Gate Agent,0.3,0.5,0.1,0.7,0.1,48,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,18684,-4% (Decline),-730,,
Hotel Desk Clerk,0.3,0.5,0.1,0.7,0.1,72,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,18684,-4% (Decline),-730,,
Hotel Front Desk Clerk,0.3,0.5,0.1,0.7,0.1,72,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,18684,-4% (Decline),-730,,
Hotel Registration Clerk,0.4,0.4,0.1,0.7,0.1,72,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,18684,-4% (Decline),-730,,
Motel Front Desk Attendant,0.3,0.5,0.1,0.7,0.1,72,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,18684,-4% (Decline),-730,,
Resort Desk Clerk,0.3,0.5,0.1,0.7,0.1,72,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,18684,-4% (Decline),-730,,
New Accounts Banking Representative,0.4,0.4,0.1,0.7,0.1,52,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,45570,High school diploma or equivalent,25231,-4% (Decline),-1056,,
Dental Receptionist,0.4,0.4,0.1,0.7,0.1,62,0.4705882353,https://www.bls.gov/ooh/office-and-administrative-support/receptionists.htm,33960,High school diploma or equivalent,213760,0% (Little or no change),780,,
Advertising Photographer,0.7,0.1,0.5,0.3,0.1,54,0.4705882353,https://www.bls.gov/ooh/media-and-communication/photographers.htm,40170,High school diploma or equivalent,12408,4% (As fast as average),508,,
Computer Hardware Designer,0.7,0.1,0.6,0.2,0.1,54,0.4705882353,https://www.bls.gov/ooh/architecture-and-engineering/computer-hardware-engineers.htm,132360,Bachelor's degree,26033,5% (Faster than average),1200,,
Computer Hardware Developer,0.7,0.1,0.6,0.2,0.1,54,0.4705882353,https://www.bls.gov/ooh/architecture-and-engineering/computer-hardware-engineers.htm,132360,Bachelor's degree,26033,5% (Faster than average),1200,,
Computer hardware engineers,0.7,0.1,0.6,0.2,0.1,54,0.4705882353,https://www.bls.gov/ooh/architecture-and-engineering/computer-hardware-engineers.htm,132360,Bachelor's degree,26033,5% (Faster than average),1200,,
Engineering Writer,0.7,0.1,0.6,0.2,0.1,54,0.4705882353,https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,79960,Bachelor's degree,7614,7% (Faster than average),529,,
Environmental Statistician,0.7,0.1,0.6,0.2,0.1,54,0.4705882353,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,1874,30% (Much faster than average),558,,
Television Store Manager,0.3,0.4,0.1,0.2,0.5,44,0.4666666667,https://www.bls.gov/ooh/management/top-executives.htm,100090,Bachelor's degree,157825,3% (As fast as average),5175,,
City Comptroller,0.4,0.3,0.2,0.1,0.5,92,0.4666666667,https://www.bls.gov/ooh/management/financial-managers.htm,139790,Bachelor's degree,60969,16% (Much faster than average),9738,,
City Treasurer,0.4,0.3,0.2,0.1,0.5,92,0.4666666667,https://www.bls.gov/ooh/management/financial-managers.htm,139790,Bachelor's degree,60969,16% (Much faster than average),9738,,
Apartment Manager,0.3,0.4,0.1,0.2,0.5,53,0.4666666667,https://www.bls.gov/ooh/management/property-real-estate-and-community-association-managers.htm,60670,High school diploma or equivalent,42960,5% (Faster than average),2340,,
Building Rental Manager,0.4,0.3,0.1,0.2,0.5,53,0.4666666667,https://www.bls.gov/ooh/management/property-real-estate-and-community-association-managers.htm,60670,High school diploma or equivalent,42960,5% (Faster than average),2340,,
Homeowner Association Manager,0.4,0.3,0.1,0.2,0.5,53,0.4666666667,https://www.bls.gov/ooh/management/property-real-estate-and-community-association-managers.htm,60670,High school diploma or equivalent,42960,5% (Faster than average),2340,,
Bingo Manager,0.3,0.4,0.1,0.2,0.5,71,0.4666666667,https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,31290,High school diploma or equivalent,2696,1% (Little or no change),35,,
Slots Manager,0.3,0.4,0.1,0.2,0.5,71,0.4666666667,https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,31290,High school diploma or equivalent,2696,1% (Little or no change),35,,
Executive Assistant,0.7,0.6,0.3,0.8,0.4,54,0.4642857143,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,44080,High school diploma or equivalent,261477,-10% (Decline),-25585,,
Promotions Manager,0.4,0.2,0.2,0.2,0.3,54,0.4615384615,https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,138730,Bachelor's degree,29923,6% (Faster than average),1869,,
Mathematicians and statisticians,0.7,0.2,0.9,0.1,0.05,54,0.4615384615,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,1874,30% (Much faster than average),558,,
Actuarial Mathematician,0.7,0.2,0.9,0.1,0.05,52,0.4615384615,https://www.bls.gov/ooh/math/actuaries.htm,113990,Bachelor's degree,4286,23% (Much faster than average),1000,,
Emergency Preparedness Coordinator,0.4,0.2,0.2,0.2,0.3,92,0.4615384615,https://www.bls.gov/ooh/management/emergency-management-directors.htm,79180,Bachelor's degree,1073,3% (As fast as average),36,,
Wine Steward,0.1,0.4,0.3,0.2,0.1,72,0.4545454545,https://www.bls.gov/ooh/food-preparation-and-serving/waiters-and-waitresses.htm,29120,No formal educational credential,365683,-3% (Decline),-11433,,
Chemical Sales Representative,0.2,0.3,0.2,0.3,0.1,33,0.4545454545,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,67750,See How to Become One,109993,1% (Little or no change),1367,,
Pharmaceutical Salesperson,0.3,0.2,0.2,0.3,0.1,44,0.4545454545,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,67750,See How to Become One,109993,1% (Little or no change),1367,,
Pharmaceutical Sales Representative,0.3,0.2,0.25,0.25,0.1,44,0.4545454545,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,67750,See How to Become One,109993,1% (Little or no change),1367,,
Surgical Instruments Sales Representative,0.2,0.3,0.2,0.3,0.1,42,0.4545454545,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,67750,See How to Become One,109993,1% (Little or no change),1367,,
Biochemistry Professor,0.3,0.2,0.4,0.1,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Clinical Psychology Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Earth Science Professor,0.3,0.2,0.4,0.1,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Family and Consumer Sciences Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Family Resource Management Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Home and Family Living Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Nutrition Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Photography Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Physical Education (PE) Professor,0.2,0.3,0.25,0.25,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Primary Education Professor,0.3,0.2,0.25,0.25,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Professor of Communication and Writing,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Secondary Education Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Special Education Professor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Day Care Attendant,0.1,0.4,0.2,0.3,0.1,62,0.4545454545,https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,28520,High school diploma or equivalent,67564,-2% (Decline),-1321,,
Defense Attorney,0.3,0.2,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,24303,8% (Faster than average),1835,,
Sports Attorney,0.3,0.2,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,24303,8% (Faster than average),1835,,
Trial Lawyer,0.3,0.2,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,24303,8% (Faster than average),1835,,
Paediatrician,0.2,0.3,0.3,0.2,0.1,62,0.4545454545,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,9390,3% (As fast as average),283,,
Narcotics Detective,0.2,0.3,0.3,0.2,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Narcotics Investigator,0.2,0.3,0.3,0.2,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Park Police,0.1,0.4,0.2,0.3,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Police Detective,0.3,0.2,0.3,0.2,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Policewoman,0.1,0.4,0.2,0.3,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Transit Authority Police,0.1,0.4,0.2,0.3,0.1,48,0.4545454545,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Wildlife and Game Protector,0.1,0.4,0.3,0.2,0.1,11,0.4545454545,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Family Preservation Caseworker,0.3,0.2,0.25,0.25,0.1,62,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,55350,See How to Become One,20239,7% (Faster than average),1494,,
Foster Care Worker,0.2,0.3,0.2,0.3,0.1,62,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,55350,See How to Become One,20239,7% (Faster than average),1494,,
Middle School PE Teacher,0.1,0.4,0.2,0.3,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/middle-school-teachers.htm,61810,Bachelor's degree,125100,1% (Little or no change),1020,,
Land Sales Agent,0.2,0.3,0.25,0.25,0.1,53,0.4545454545,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,52030,High school diploma or equivalent,84257,3% (As fast as average),2771,,
Real estate brokers and sales agents,0.2,0.3,0.2,0.3,0.1,53,0.4545454545,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,52030,High school diploma or equivalent,84257,3% (As fast as average),2771,,
Nursery Teacher,0.1,0.4,0.2,0.3,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/preschool-teachers.htm,35330,Associate's degree,51230,3% (As fast as average),1720,,
Social Work Assistant,0.2,0.3,0.2,0.3,0.1,62,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/social-and-human-service-assistants.htm,38520,High school diploma or equivalent,59300,9% (Much faster than average),5086,,
Certified Detention Deputy,0.1,0.4,0.2,0.3,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,49610,High school diploma or equivalent,20826,-7% (Decline),-1526,,
County Bailiff,0.1,0.4,0.2,0.3,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,49610,High school diploma or equivalent,20826,-7% (Decline),-1526,,
Juvenile Corrections Officer,0.1,0.4,0.2,0.3,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,49610,High school diploma or equivalent,20826,-7% (Decline),-1526,,
Dolphin Trainer,0.1,0.4,0.2,0.3,0.1,71,0.4545454545,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Employee Development Specialist,0.4,0.1,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/business-and-financial/training-and-development-specialists.htm,63080,Bachelor's degree,42867,6% (Faster than average),2689,,
Job Training Specialist,0.3,0.2,0.25,0.25,0.1,61,0.4545454545,https://www.bls.gov/ooh/business-and-financial/training-and-development-specialists.htm,63080,Bachelor's degree,42867,6% (Faster than average),2689,,
Career Counselor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm,60140,Master's degree,22827,5% (Faster than average),1227,,
International Student Counselor,0.3,0.2,0.25,0.25,0.1,61,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm,60140,Master's degree,22827,5% (Faster than average),1227,,
Student Advisor,0.3,0.2,0.2,0.3,0.1,61,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm,60140,Master's degree,22827,5% (Faster than average),1227,,
Student Services Counselor,0.3,0.2,0.25,0.25,0.1,61,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm,60140,Master's degree,22827,5% (Faster than average),1227,,
Vocational Adviser,0.3,0.2,0.25,0.25,0.1,61,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm,60140,Master's degree,22827,5% (Faster than average),1227,,
Wildland Firefighter,0.1,0.4,0.3,0.2,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/firefighters.htm,51680,Postsecondary nondegree award,37133,4% (As fast as average),1333,,
Estate Planning Counselor,0.3,0.2,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm,95390,Bachelor's degree,36400,13% (Much faster than average),4667,,
Geotechnical Engineer,0.3,0.2,0.4,0.1,0.1,54,0.4545454545,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,89940,Bachelor's degree,29664,5% (Faster than average),1473,,
Research Hydraulic Engineer,0.3,0.2,0.4,0.1,0.1,54,0.4545454545,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,89940,Bachelor's degree,29664,5% (Faster than average),1473,,
Doctor of Nurse Anesthesia Practice,0.2,0.3,0.3,0.2,0.1,62,0.4545454545,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,11568,38% (Much faster than average),4414,,
NP,0.2,0.3,0.2,0.3,0.1,62,0.4545454545,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,11568,38% (Much faster than average),4414,,
Orthopedic Nurse Practitioner,0.2,0.3,0.3,0.2,0.1,62,0.4545454545,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,11568,38% (Much faster than average),4414,,
Camp Counselor,0.1,0.4,0.2,0.3,0.1,71,0.4545454545,https://www.bls.gov/ooh/personal-care-and-service/recreation-workers.htm,31680,High school diploma or equivalent,48233,5% (Faster than average),2233,,
Baseball Scout,0.2,0.3,0.3,0.2,0.1,71,0.4545454545,https://www.bls.gov/ooh/entertainment-and-sports/coaches-and-scouts.htm,44890,Bachelor's degree,21169,9% (Much faster than average),1946,,
Boxing Coach,0.1,0.4,0.2,0.3,0.1,71,0.4545454545,https://www.bls.gov/ooh/entertainment-and-sports/coaches-and-scouts.htm,44890,Bachelor's degree,21169,9% (Much faster than average),1946,,
Hockey Scout,0.3,0.2,0.3,0.2,0.1,71,0.4545454545,https://www.bls.gov/ooh/entertainment-and-sports/coaches-and-scouts.htm,44890,Bachelor's degree,21169,9% (Much faster than average),1946,,
Tennis Coach,0.1,0.4,0.2,0.3,0.1,71,0.4545454545,https://www.bls.gov/ooh/entertainment-and-sports/coaches-and-scouts.htm,44890,Bachelor's degree,21169,9% (Much faster than average),1946,,
Special Education Curriculum Specialist,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,66490,Master's degree,24067,2% (As fast as average),589,,
Barbering Instructor,0.1,0.4,0.2,0.3,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,61450,Bachelor's degree,7856,0% (Little or no change),-30,,
Cosmetology Instructor,0.1,0.4,0.2,0.3,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,61450,Bachelor's degree,7856,0% (Little or no change),-30,,
High School Cosmetology Teacher,0.1,0.4,0.2,0.3,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,61450,Bachelor's degree,7856,0% (Little or no change),-30,,
Paralegal Instructor,0.3,0.2,0.3,0.2,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,61450,Bachelor's degree,7856,0% (Little or no change),-30,,
Skin Care Instructor,0.2,0.3,0.2,0.3,0.1,61,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,61450,Bachelor's degree,7856,0% (Little or no change),-30,,
Human Resources Psychologist,0.3,0.2,0.3,0.2,0.1,62,0.4545454545,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,85330,See How to Become One,9800,6% (Faster than average),600,,
Airline Pilot Flight Instructor,0.1,0.4,0.3,0.2,0.1,48,0.4545454545,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,5281,4% (As fast as average),207,,
Children's Librarian,0.3,0.2,0.2,0.3,0.1,51,0.4545454545,https://www.bls.gov/ooh/education-training-and-library/librarians.htm,61660,Master's degree,5431,3% (As fast as average),165,,
Donor Relations Officer,0.3,0.2,0.25,0.25,0.1,81,0.4545454545,https://www.bls.gov/ooh/business-and-financial/fundraisers.htm,61190,Bachelor's degree,31000,5% (Faster than average),1625,,
Outside Sales Advertising Executive,0.3,0.2,0.25,0.25,0.1,54,0.4545454545,https://www.bls.gov/ooh/sales/advertising-sales-agents.htm,58450,High school diploma or equivalent,11140,-7% (Decline),-800,,
Metal Alloy Scientist,0.3,0.2,0.4,0.1,0.1,33,0.4545454545,https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,81810,Bachelor's degree,6333,6% (Faster than average),387,,
Kitchen Designer,0.3,0.2,0.3,0.2,0.1,23,0.4545454545,https://www.bls.gov/ooh/arts-and-design/interior-designers.htm,61590,Bachelor's degree,11862,4% (As fast as average),462,,
Juvenile Probation Officer,0.2,0.3,0.25,0.25,0.1,92,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/probation-officers-and-correctional-treatment-specialists.htm,59860,Bachelor's degree,15650,3% (As fast as average),400,,
Doctor of Veterinary Medicine (DVM),0.2,0.3,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/healthcare/veterinarians.htm,103260,Doctoral or professional degree,6393,20% (Much faster than average),1264,,
